venue_id,name,sheet_row,lookup_status,material_changes,old_google_place_id,old_last_verified,old_google_rating,old_google_review_count,old_google_types,old_google_phone,old_enriched,old_business_status,new_google_place_id,new_last_verified,new_google_rating,new_google_review_count,new_google_types,new_google_phone,new_enriched,new_business_status
v1221,Campbell and Co - Williamsburg,1085,ok,google_review_count|google_types,ChIJV6bCPVhZwokRUahG9TtfEeQ,2026-04-20,4.5,307,"sandwich_shop,catering_service,coffee_shop,cafe,food_delivery,grocery_store",(718) 387-2267,yes,OPERATIONAL,ChIJV6bCPVhZwokRUahG9TtfEeQ,2026-05-22,4.5,308,"sandwich_shop,catering_service,food_delivery,coffee_shop,grocery_store,cafe,restaurant,food_store,store,food,point_of_interest,service,establishment",(718) 387-2267,yes,OPERATIONAL
v1222,Casa Maya,1086,ok,google_review_count|business_status,ChIJ5Z2XmEpdwokRAPeTiXmJhyE,2026-04-20,4.4,105,"mexican_restaurant,brunch_restaurant,restaurant,food,point_of_interest,establishment",(347) 591-8751,yes,CLOSED_TEMPORARILY,ChIJ5Z2XmEpdwokRAPeTiXmJhyE,2026-05-22,4.4,106,"mexican_restaurant,brunch_restaurant,restaurant,point_of_interest,food,establishment",(347) 591-8751,yes,OPERATIONAL
v1223,Cecconi's,1087,ok,google_review_count,ChIJB2xIGTFawokRSX4sCtT9djg,2026-04-20,4.1,3138,"restaurant,food,point_of_interest,establishment",(718) 650-3900,yes,OPERATIONAL,ChIJB2xIGTFawokRSX4sCtT9djg,2026-05-22,4.1,3165,"restaurant,point_of_interest,food,establishment",(718) 650-3900,yes,OPERATIONAL
v1224,Ciao Ciao Disco,1088,ok,google_rating|google_review_count,ChIJaRB4RaxZwokR4TQsOIWnEpg,2026-04-20,4.3,138,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL,ChIJaRB4RaxZwokR4TQsOIWnEpg,2026-05-22,4.4,205,"cocktail_bar,bar,point_of_interest,establishment",,yes,OPERATIONAL
v1225,Cinnamon Girl,1089,ok,google_review_count|google_types,ChIJwYSrORNbwokRwS6Azyk_n7g,2026-04-20,4.1,220,"coffee_shop,bakery,cafe,food_store,food,point_of_interest",,yes,OPERATIONAL,ChIJwYSrORNbwokRwS6Azyk_n7g,2026-05-22,4.1,224,"coffee_shop,cafe,bakery,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v1226,Clark's,1090,ok,google_review_count,ChIJ4wBp3jdawokRZf_Uh0IhaXY,2026-04-20,4.4,1786,"diner,restaurant,food,point_of_interest,establishment",(718) 855-5484,yes,OPERATIONAL,ChIJ4wBp3jdawokRZf_Uh0IhaXY,2026-05-22,4.4,1797,"diner,restaurant,food,point_of_interest,establishment",(718) 855-5484,yes,OPERATIONAL
v1227,Close Friends,1091,ok,google_review_count,ChIJsWtyrHhZwokRA7Fxiva1u6k,2026-04-20,4.7,38,"clothing_store,store,point_of_interest,establishment",,yes,OPERATIONAL,ChIJsWtyrHhZwokRA7Fxiva1u6k,2026-05-22,4.7,39,"clothing_store,store,point_of_interest,establishment",,yes,OPERATIONAL
v1228,Colonia Verde,1092,ok,google_review_count|google_types,ChIJrXze-rlbwokRl3G4x1txJgk,2026-04-20,4.6,992,"restaurant,wine_bar,colombian_restaurant,latin_american_restaurant,steak_house,cocktail_bar",(347) 689-4287,yes,OPERATIONAL,ChIJrXze-rlbwokRl3G4x1txJgk,2026-05-22,4.6,1000,"restaurant,wine_bar,colombian_restaurant,latin_american_restaurant,steak_house,cocktail_bar,liquor_store,south_american_restaurant,mexican_restaurant,bar,store,food,point_of_interest,establishment",(347) 689-4287,yes,OPERATIONAL
v1229,Community Bookstore,1093,ok,google_review_count,ChIJ-W1PKAdbwokRhDG1VgLSckw,2026-04-20,4.8,338,"book_store,store,point_of_interest,establishment",(718) 783-3075,yes,OPERATIONAL,ChIJ-W1PKAdbwokRhDG1VgLSckw,2026-05-22,4.8,341,"book_store,store,point_of_interest,establishment",(718) 783-3075,yes,OPERATIONAL
v1230,Corto,1094,ok,google_review_count|google_types,ChIJsV2mPBxbwokRN4z8lBXBejU,2026-04-20,4.4,477,"coffee_shop,cafe,italian_restaurant,food_store,restaurant,food",(347) 335-6139,yes,OPERATIONAL,ChIJsV2mPBxbwokRN4z8lBXBejU,2026-05-22,4.4,484,"coffee_shop,cafe,italian_restaurant,food_store,store,restaurant,food,point_of_interest,establishment",(347) 335-6139,yes,OPERATIONAL
v1231,Dae,1095,ok,google_rating|google_review_count|google_types|business_status,ChIJc7sz_cxbwokRruIjAlwlXLo,2026-04-20,4.1,177,"cocktail_bar,wine_bar,event_venue,bar,cafe,home_goods_store",,yes,OPERATIONAL,ChIJc7sz_cxbwokRruIjAlwlXLo,2026-05-22,4.2,174,"cocktail_bar,wine_bar,bar,cafe,home_goods_store,event_venue,store,food,point_of_interest,establishment",,yes,CLOSED_PERMANENTLY
v1232,Dayglow,1096,ok,google_review_count|google_types,ChIJp--TA6NdwokRrktWTTL2alw,2026-04-20,4.5,241,"coffee_shop,cafe,food_store,food,point_of_interest,store",,yes,OPERATIONAL,ChIJp--TA6NdwokRrktWTTL2alw,2026-05-22,4.5,247,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v1233,dear friend books,1097,ok,google_rating|google_review_count|google_types,ChIJi2fRyMxbwokR6G8Op8EfbpY,2026-04-20,4.7,113,"book_store,wine_bar,tea_house,bar,food,store",,yes,OPERATIONAL,ChIJi2fRyMxbwokR6G8Op8EfbpY,2026-05-22,4.6,115,"book_store,tea_house,wine_bar,bar,point_of_interest,food,store,establishment",,yes,OPERATIONAL
v1234,Devoción,1098,ok,google_review_count|google_types,ChIJ99H-1bJbwokRU52Z-5Y-BDI,2026-04-20,4.4,902,"coffee_shop,cafe,food_store,food,store,point_of_interest",(929) 262-1241,yes,OPERATIONAL,ChIJ99H-1bJbwokRU52Z-5Y-BDI,2026-05-22,4.4,911,"coffee_shop,cafe,food_store,point_of_interest,food,store,establishment",(929) 262-1241,yes,OPERATIONAL
v1235,Diamond Lil,1099,ok,google_review_count,ChIJR9WOyUhZwokRYi90_KCKC0w,2026-04-20,4.7,232,"cocktail_bar,bar,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJR9WOyUhZwokRYi90_KCKC0w,2026-05-22,4.7,231,"cocktail_bar,bar,restaurant,point_of_interest,food,establishment",,yes,OPERATIONAL
v1236,Dilly Dally,1100,ok,google_review_count|google_types,ChIJ9UbfyO1bwokRh11devTUnT4,2026-04-20,4.2,111,"cafe,diner,coffee_shop,food_store,restaurant,food",,yes,OPERATIONAL,ChIJ9UbfyO1bwokRh11devTUnT4,2026-05-22,4.2,119,"cafe,diner,coffee_shop,food_store,restaurant,food,point_of_interest,store,establishment",,yes,OPERATIONAL
v1237,Din Soup Dumplings 鼎泰轩,1101,ok,google_review_count|google_types,ChIJWWAmRa5bwokRrCSDiFtd8-g,2026-04-20,4.6,1090,"chinese_restaurant,noodle_shop,dumpling_restaurant,restaurant,food,point_of_interest",(718) 550-3888,yes,OPERATIONAL,ChIJWWAmRa5bwokRrCSDiFtd8-g,2026-05-22,4.6,1104,"chinese_restaurant,dumpling_restaurant,noodle_shop,restaurant,food,point_of_interest,establishment",(718) 550-3888,yes,OPERATIONAL
v1238,Dobbin St. Vintage Co-op Corner Shop,1102,ok,,ChIJCQx8zBtZwokRn-bRD3IjjqI,2026-04-20,5,13,"furniture_store,home_improvement_store,home_goods_store,store,point_of_interest,establishment",,yes,OPERATIONAL,ChIJCQx8zBtZwokRn-bRD3IjjqI,2026-05-22,5,13,"furniture_store,home_improvement_store,home_goods_store,store,point_of_interest,establishment",,yes,OPERATIONAL
v1239,Driggs Mercantile,1103,ok,google_rating|google_review_count|google_types,ChIJ8YcWLFxZwokRwJVwGyl3Op4,2026-04-20,4.4,45,"gift_shop,general_store,food_store,food,point_of_interest,store",(718) 388-8706,yes,OPERATIONAL,ChIJ8YcWLFxZwokRwJVwGyl3Op4,2026-05-22,4.3,46,"gift_shop,general_store,food_store,store,point_of_interest,food,establishment",(718) 388-8706,yes,OPERATIONAL
v1240,DUMBO Manhattan Bridge View,1104,ok,google_review_count,ChIJd9SPZTFawokRh9NpOTE-G5k,2026-04-20,4.8,8054,"scenic_spot,tourist_attraction,point_of_interest,establishment",,yes,OPERATIONAL,ChIJd9SPZTFawokRh9NpOTE-G5k,2026-05-22,4.8,8315,"scenic_spot,tourist_attraction,point_of_interest,establishment",,yes,OPERATIONAL
v1241,Dynaco,1105,ok,,ChIJ14EVoZZbwokRShssGttM_zM,2026-04-20,4.6,545,"bar,cocktail_bar,lounge_bar,night_club,point_of_interest,establishment",,yes,CLOSED_TEMPORARILY,ChIJ14EVoZZbwokRShssGttM_zM,2026-05-22,4.6,545,"bar,cocktail_bar,lounge_bar,night_club,point_of_interest,establishment",,yes,CLOSED_TEMPORARILY
v1242,Dépanneur,1106,ok,google_review_count|google_types,ChIJ2V33K2FZwokRvIENcCDUwQc,2026-04-20,4.2,394,"coffee_shop,catering_service,sandwich_shop,cafe,liquor_store,gift_shop",(718) 989-1022,yes,OPERATIONAL,ChIJ2V33K2FZwokRvIENcCDUwQc,2026-05-22,4.2,398,"coffee_shop,sandwich_shop,supermarket,gift_shop,liquor_store,catering_service,food_delivery,cafe,grocery_store,food_store,service,restaurant,point_of_interest,food,store,establishment",(718) 989-1022,yes,OPERATIONAL
v1243,Ebreo Vintage,1107,ok,google_review_count,ChIJJ_S9zzpZwokRUlYIUAqt0MQ,2026-04-20,4.9,88,"clothing_store,store,point_of_interest,establishment",(862) 231-5399,yes,OPERATIONAL,ChIJJ_S9zzpZwokRUlYIUAqt0MQ,2026-05-22,4.9,95,"clothing_store,store,point_of_interest,establishment",(862) 231-5399,yes,OPERATIONAL
v1244,Edy's Grocer,1108,ok,google_review_count|google_types,ChIJe2e8x_lZwokR1n-v9-lYq_I,2026-04-20,4.7,197,"grocery_store,catering_service,food_delivery,cafe,food_store,food",(718) 383-9063,yes,OPERATIONAL,ChIJe2e8x_lZwokR1n-v9-lYq_I,2026-05-22,4.7,202,"grocery_store,catering_service,cafe,food_delivery,food_store,service,store,food,point_of_interest,establishment",(718) 383-9063,yes,OPERATIONAL
v1245,El Regalo de Juquila,1109,ok,google_review_count|google_types,ChIJ__JdlghcwokRDL_2iKYrql4,2026-04-20,4.3,450,"mexican_restaurant,meal_delivery,chicken_restaurant,food_delivery,restaurant,food",(347) 240-7111,yes,OPERATIONAL,ChIJ__JdlghcwokRDL_2iKYrql4,2026-05-22,4.3,455,"mexican_restaurant,meal_delivery,chicken_restaurant,food_delivery,restaurant,point_of_interest,food,establishment",(347) 240-7111,yes,OPERATIONAL
v1246,Electric Beets,1110,ok,google_review_count|google_types,ChIJjzFJSXJbwokRe5sQHKEXgxY,2026-04-20,4.9,201,"vegan_restaurant,deli,vegetarian_restaurant,food_store,store,restaurant",(646) 570-2807,yes,OPERATIONAL,ChIJjzFJSXJbwokRe5sQHKEXgxY,2026-05-22,4.9,209,"vegan_restaurant,vegetarian_restaurant,deli,food_store,store,restaurant,point_of_interest,food,establishment",(646) 570-2807,yes,OPERATIONAL
v1247,Enso Cafe,1111,ok,google_rating|google_review_count|google_types,ChIJsyghTABbwokResNmLxwGAF8,2026-04-20,5,92,"bistro,cafe,restaurant,food,point_of_interest,establishment",(347) 422-0622,yes,OPERATIONAL,ChIJsyghTABbwokResNmLxwGAF8,2026-05-22,4.9,119,"bistro,wine_bar,bar,restaurant,food,point_of_interest,establishment",(347) 422-0622,yes,OPERATIONAL
v1248,Entre Nous,1112,ok,google_review_count,ChIJYY61-rJbwokRMydDW_1Vs4A,2026-04-20,4.5,81,"wine_bar,bar,food,point_of_interest,establishment",(347) 294-4186,yes,OPERATIONAL,ChIJYY61-rJbwokRMydDW_1Vs4A,2026-05-22,4.5,82,"wine_bar,bar,food,point_of_interest,establishment",(347) 294-4186,yes,OPERATIONAL
v1249,Everybody Eats,1113,ok,google_review_count,ChIJl8AkhVVawokRZv4EvtEkWTs,2026-04-20,4.7,105,"bakery,food_store,store,point_of_interest,food,establishment",(718) 369-7444,yes,OPERATIONAL,ChIJl8AkhVVawokRZv4EvtEkWTs,2026-05-22,4.7,107,"bakery,food_store,store,food,point_of_interest,establishment",(718) 369-7444,yes,OPERATIONAL
v1250,Eyval,1114,ok,google_review_count,ChIJR9OEk_BdwokR9Qxlpi3I1ro,2026-04-20,4.6,961,"persian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJR9OEk_BdwokR9Qxlpi3I1ro,2026-05-22,4.6,981,"persian_restaurant,restaurant,point_of_interest,food,establishment",,yes,OPERATIONAL
v1251,Flower Cat,1115,ok,google_review_count|google_types,ChIJJT2fwKdZwokRA8epvwuvdL8,2026-04-20,4.7,99,"coffee_shop,florist,cafe,food_store,food,point_of_interest",(347) 335-0906,yes,OPERATIONAL,ChIJJT2fwKdZwokRA8epvwuvdL8,2026-05-22,4.7,103,"coffee_shop,florist,cafe,food_store,store,food,point_of_interest,establishment",(347) 335-0906,yes,OPERATIONAL
v1252,Friends and Lovers,1116,ok,google_review_count|google_types,ChIJq4ItvJhbwokRXXQsSod_xuQ,2026-04-20,4.3,789,"bar,comedy_club,live_music_venue,night_club,event_venue,point_of_interest",(917) 740-6886,yes,OPERATIONAL,ChIJq4ItvJhbwokRXXQsSod_xuQ,2026-05-22,4.3,800,"bar,comedy_club,night_club,live_music_venue,event_venue,point_of_interest,establishment",(917) 740-6886,yes,OPERATIONAL
v1253,Frita Batidos Brooklyn,1117,ok,google_rating|google_review_count,ChIJjzBW0rJZwokRKhq0ELlC_fM,2026-04-20,4.7,98,"restaurant,food,point_of_interest,establishment",(718) 559-0161,yes,OPERATIONAL,ChIJjzBW0rJZwokRKhq0ELlC_fM,2026-05-22,4.8,122,"restaurant,food,point_of_interest,establishment",(718) 559-0161,yes,OPERATIONAL
v1254,Gertie,1118,ok,google_rating|google_review_count,ChIJ1aKpNABbwokRIFh0cLCWP4w,2026-04-20,4.4,109,"restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJ1aKpNABbwokRIFh0cLCWP4w,2026-05-22,4.5,161,"restaurant,point_of_interest,food,establishment",,yes,OPERATIONAL
v1255,GG's Social Trade & Treasure Club,1119,ok,google_types,ChIJQVZrRwVcwokRF5_8h3iicnQ,2026-04-20,4.6,54,"womens_clothing_store,thrift_store,art_gallery,discount_store,event_venue,clothing_store",(347) 808-1919,yes,CLOSED_TEMPORARILY,ChIJQVZrRwVcwokRF5_8h3iicnQ,2026-05-22,4.6,54,"thrift_store,art_gallery,discount_store,womens_clothing_store,clothing_store,event_venue,store,point_of_interest,service,establishment",(347) 808-1919,yes,CLOSED_TEMPORARILY
v1256,Gordo's Cantina,1120,ok,google_review_count,ChIJ4ahOydVYwokR7cBu4R_8BXo,2026-04-20,4.5,674,"mexican_restaurant,restaurant,food,point_of_interest,establishment",(917) 947-9208,yes,OPERATIONAL,ChIJ4ahOydVYwokR7cBu4R_8BXo,2026-05-22,4.5,675,"mexican_restaurant,restaurant,food,point_of_interest,establishment",(917) 947-9208,yes,OPERATIONAL
v1257,Gran Torino,1121,ok,google_review_count|google_types,ChIJkXRIF7xZwokRWHXyMhvSNO8,2026-04-20,4,1022,"restaurant,italian_restaurant,bar,cafe,event_venue,food",,yes,OPERATIONAL,ChIJkXRIF7xZwokRWHXyMhvSNO8,2026-05-22,4,1037,"restaurant,italian_restaurant,bar,cafe,event_venue,food,point_of_interest,establishment",,yes,OPERATIONAL
v1258,Greenlight Bookstore (Fulton Street),1122,ok,google_review_count,ChIJjTxYtrFbwokRLcr7cM149Uo,2026-04-20,4.7,1012,"book_store,store,point_of_interest,establishment",(718) 246-0200,yes,OPERATIONAL,ChIJjTxYtrFbwokRLcr7cM149Uo,2026-05-22,4.7,1015,"book_store,store,point_of_interest,establishment",(718) 246-0200,yes,OPERATIONAL
v1259,Grimaldi's Pizzeria,1123,ok,google_review_count|google_types,ChIJgzfayTBawokR9jTsF6hLf40,2026-04-20,4.2,9569,"pizza_restaurant,wine_bar,family_restaurant,italian_restaurant,bar,restaurant",(718) 858-4300,yes,OPERATIONAL,ChIJgzfayTBawokR9jTsF6hLf40,2026-05-22,4.2,9611,"pizza_restaurant,family_restaurant,wine_bar,italian_restaurant,bar,restaurant,point_of_interest,food,establishment",(718) 858-4300,yes,OPERATIONAL
v1260,Guevara's,1124,ok,google_review_count|google_types,ChIJ3a5CCkBZwokRsU8MY__yiwI,2026-04-20,4.7,240,"vegan_restaurant,coffee_shop,cafe,wine_bar,vegetarian_restaurant,bar",(917) 909-0558,yes,OPERATIONAL,ChIJ3a5CCkBZwokRsU8MY__yiwI,2026-05-22,4.7,245,"vegan_restaurant,wine_bar,vegetarian_restaurant,coffee_shop,bar,cafe,restaurant,food_store,store,food,point_of_interest,establishment",(917) 909-0558,yes,OPERATIONAL
v1261,Haenyeo,1125,ok,google_review_count,ChIJVVXpcQBbwokRtKzSlyOoW1Y,2026-04-20,4.5,659,"korean_restaurant,restaurant,food,point_of_interest,establishment",(718) 213-2290,yes,OPERATIONAL,ChIJVVXpcQBbwokRtKzSlyOoW1Y,2026-05-22,4.5,663,"korean_restaurant,restaurant,food,point_of_interest,establishment",(718) 213-2290,yes,OPERATIONAL
v1262,"Hainan Chicken House, 海南鸡记",1126,ok,google_review_count,ChIJI0YyYNhbwokRrrCRyPRN6M4,2026-04-20,4,305,"malaysian_restaurant,restaurant,food,point_of_interest,establishment",(347) 365-3864,yes,OPERATIONAL,ChIJI0YyYNhbwokRrrCRyPRN6M4,2026-05-22,4,311,"malaysian_restaurant,restaurant,food,point_of_interest,establishment",(347) 365-3864,yes,OPERATIONAL
v1263,Hala Coffee & Kitchen,1127,ok,google_review_count|google_types,ChIJhRclWR5dwokR4aXJ9gK_dG4,2026-04-20,4.5,242,"coffee_shop,cafe,food_store,food,point_of_interest,store",(718) 821-1850,yes,OPERATIONAL,ChIJhRclWR5dwokR4aXJ9gK_dG4,2026-05-22,4.5,246,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",(718) 821-1850,yes,OPERATIONAL
v1264,HEADREST COFFEE,1128,ok,google_review_count|google_types,ChIJR9JkA_hdwokR5Y1kAgGHrlI,2026-04-20,4.9,748,"coffee_shop,cafe,food_store,store,food,point_of_interest",,yes,OPERATIONAL,ChIJR9JkA_hdwokR5Y1kAgGHrlI,2026-05-22,4.9,758,"coffee_shop,cafe,food_store,food,point_of_interest,store,establishment",,yes,OPERATIONAL
v1265,Human Relations,1129,ok,google_review_count,ChIJPTJU2QNcwokRpSQf6TIRsz4,2026-04-20,4.7,217,"book_store,store,point_of_interest,establishment",,yes,OPERATIONAL,ChIJPTJU2QNcwokRpSQf6TIRsz4,2026-05-22,4.7,220,"book_store,store,point_of_interest,establishment",,yes,OPERATIONAL
v1266,Hungry Ghost Coffee,1130,ok,google_rating|google_review_count|google_types,ChIJ9Tcb61hZwokR_XsSpGVsY3U,2026-04-20,4.2,156,"coffee_shop,cafe,food_store,food,point_of_interest,store",,yes,OPERATIONAL,ChIJ9Tcb61hZwokR_XsSpGVsY3U,2026-05-22,4.3,160,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v1267,Ilegal Taqueria,1131,ok,google_rating|google_review_count|google_types,ChIJkVjU8kJdwokRP7IY1nRY-jI,2026-04-20,4.8,300,"mexican_restaurant,cocktail_bar,brunch_restaurant,bar,restaurant,food",(347) 955-3494,yes,OPERATIONAL,ChIJkVjU8kJdwokRP7IY1nRY-jI,2026-05-22,4.7,317,"mexican_restaurant,cocktail_bar,brunch_restaurant,bar,restaurant,food,point_of_interest,establishment",(347) 955-3494,yes,OPERATIONAL
v1268,ippudo V Brookyln,1132,ok,google_review_count,ChIJK6ptFFVbwokR601x2txnoB0,2026-04-20,4.7,256,"restaurant,food,point_of_interest,establishment",(929) 683-4430,yes,OPERATIONAL,ChIJK6ptFFVbwokR601x2txnoB0,2026-05-22,4.7,265,"restaurant,food,point_of_interest,establishment",(929) 683-4430,yes,OPERATIONAL
v1269,Jajaja Mexicana,1133,ok,google_review_count|google_types,ChIJgV3yD_lZwokRPTi6aPfX2yo,2026-04-20,4.6,729,"vegan_restaurant,cocktail_bar,vegetarian_restaurant,mexican_restaurant,bar,restaurant",(860) 479-2872,yes,OPERATIONAL,ChIJgV3yD_lZwokRPTi6aPfX2yo,2026-05-22,4.6,736,"vegan_restaurant,cocktail_bar,vegetarian_restaurant,mexican_restaurant,bar,restaurant,food,point_of_interest,establishment",(860) 479-2872,yes,OPERATIONAL
v1270,Kinhfolk,1134,ok,google_review_count|google_types,ChIJaTzsXABZwokRiYy4ILESKEw,2026-04-20,5,56,"coffee_shop,cafe,food_store,food,point_of_interest,store",,yes,OPERATIONAL,ChIJaTzsXABZwokRiYy4ILESKEw,2026-05-22,5,65,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v1271,Koi Omakase,1135,ok,google_review_count,ChIJSWqCsoJbwokR4sr-BlYWi08,2026-04-20,4.4,372,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment",(917) 728-7563,yes,OPERATIONAL,ChIJSWqCsoJbwokR4sr-BlYWi08,2026-05-22,4.4,377,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment",(917) 728-7563,yes,OPERATIONAL
v1272,Kokomo Restaurant & Lounge,1136,ok,google_review_count,ChIJ9-EhOXlZwokRSdB_B9mYM30,2026-04-20,4.4,3114,"caribbean_restaurant,restaurant,food,point_of_interest,establishment",(347) 799-1312,yes,OPERATIONAL,ChIJ9-EhOXlZwokRSdB_B9mYM30,2026-05-22,4.4,3137,"caribbean_restaurant,restaurant,point_of_interest,food,establishment",(347) 799-1312,yes,OPERATIONAL
v1273,L Train Vintage,1137,ok,google_review_count,ChIJRwLEXwFcwokRJvPeNr8kOtk,2026-04-20,4.3,589,"clothing_store,point_of_interest,store,establishment",(718) 366-2200,yes,OPERATIONAL,ChIJRwLEXwFcwokRJvPeNr8kOtk,2026-05-22,4.3,592,"clothing_store,store,point_of_interest,establishment",(718) 366-2200,yes,OPERATIONAL
v1275,L'imprimerie,1138,ok,google_review_count|google_types,ChIJrzLMnhhcwokR7jqV_veobUI,2026-04-20,4.6,815,"bakery,vegan_restaurant,vegetarian_restaurant,tea_house,breakfast_restaurant,french_restaurant",(929) 295-6464,yes,OPERATIONAL,ChIJrzLMnhhcwokR7jqV_veobUI,2026-05-22,4.6,816,"bakery,brunch_restaurant,breakfast_restaurant,vegan_restaurant,coffee_shop,vegetarian_restaurant,cafe,tea_house,french_restaurant,food_store,store,restaurant,food,point_of_interest,establishment",(929) 295-6464,yes,OPERATIONAL
v1276,La Bicyclette Bakery,1139,ok,google_review_count,ChIJ0QDyxnZZwokRQZteO0vPUXU,2026-04-20,4.7,476,"bakery,food_store,food,point_of_interest,store,establishment",,yes,OPERATIONAL,ChIJ0QDyxnZZwokRQZteO0vPUXU,2026-05-22,4.7,482,"bakery,food_store,store,food,point_of_interest,establishment",,yes,OPERATIONAL
v1277,La Cantine,1140,ok,google_review_count|google_types,ChIJY3SV72ddwokRP1FK0G3VnG4,2026-04-20,4.6,428,"french_restaurant,wine_bar,coffee_shop,cafe,breakfast_restaurant,bar",(917) 652-4556,yes,OPERATIONAL,ChIJY3SV72ddwokRP1FK0G3VnG4,2026-05-22,4.6,436,"french_restaurant,wine_bar,breakfast_restaurant,coffee_shop,cafe,food_store,bar,store,restaurant,food,point_of_interest,establishment",(917) 652-4556,yes,OPERATIONAL
v1278,La Loncheria,1141,ok,google_review_count,ChIJ0WC4CQRcwokRDPPZ-ETUUuA,2026-04-20,4.7,254,"mexican_restaurant,bar,restaurant,food,point_of_interest,establishment",(929) 234-2498,yes,OPERATIONAL,ChIJ0WC4CQRcwokRDPPZ-ETUUuA,2026-05-22,4.7,256,"mexican_restaurant,bar,restaurant,food,point_of_interest,establishment",(929) 234-2498,yes,OPERATIONAL
v1279,LaRina Pastificio & Vino,1142,ok,google_review_count,ChIJweAtELhbwokRO1AexCvuRo0,2026-04-20,4.7,1198,"italian_restaurant,restaurant,food,point_of_interest,establishment",(718) 852-0001,yes,OPERATIONAL,ChIJweAtELhbwokRO1AexCvuRo0,2026-05-22,4.7,1217,"italian_restaurant,restaurant,food,point_of_interest,establishment",(718) 852-0001,yes,OPERATIONAL
v1280,Laser Wolf Brooklyn,1143,ok,google_review_count,ChIJLyS5dYRZwokRlkA0g9eijjs,2026-04-20,4.2,1082,"israeli_restaurant,restaurant,food,point_of_interest,establishment",(718) 215-7150,yes,OPERATIONAL,ChIJLyS5dYRZwokRlkA0g9eijjs,2026-05-22,4.2,1102,"israeli_restaurant,restaurant,food,point_of_interest,establishment",(718) 215-7150,yes,OPERATIONAL
v1281,leaves,1144,ok,google_review_count,ChIJOz31d-JZwokROLP-0MsGh-Y,2026-04-20,4.9,88,"book_store,store,point_of_interest,establishment",(518) 406-7637,yes,OPERATIONAL,ChIJOz31d-JZwokROLP-0MsGh-Y,2026-05-22,4.9,89,"book_store,store,point_of_interest,establishment",(518) 406-7637,yes,OPERATIONAL
v1282,Lilia,1145,ok,google_review_count,ChIJJXCD6ltZwokRJ_cwjKQH63c,2026-04-20,4.3,2262,"italian_restaurant,restaurant,food,point_of_interest,establishment",(718) 576-3095,yes,OPERATIONAL,ChIJJXCD6ltZwokRJ_cwjKQH63c,2026-05-22,4.3,2277,"italian_restaurant,restaurant,food,point_of_interest,establishment",(718) 576-3095,yes,OPERATIONAL
v1283,Limosneros,1146,ok,google_review_count|google_types,ChIJ_dLR-YtZwokRphksDoBlwI0,2026-04-20,4.4,388,"mexican_restaurant,cocktail_bar,bar,restaurant,food,point_of_interest",(934) 867-9358,yes,OPERATIONAL,ChIJ_dLR-YtZwokRphksDoBlwI0,2026-05-22,4.4,401,"mexican_restaurant,cocktail_bar,bar,restaurant,food,point_of_interest,establishment",(934) 867-9358,yes,OPERATIONAL
v1284,LINC ORIGINAL MAKERS NEW YORK,1147,ok,,ChIJF6QPUSpZwokR3ybimUuIJTw,2026-04-20,5,11,"cosmetics_store,clothing_store,store,point_of_interest,establishment",(718) 255-3399,yes,OPERATIONAL,ChIJF6QPUSpZwokR3ybimUuIJTw,2026-05-22,5,11,"cosmetics_store,clothing_store,store,point_of_interest,establishment",(718) 255-3399,yes,OPERATIONAL
v1285,Lincoln Station,1148,ok,google_review_count|google_types,ChIJd7NPhApbwokRMsK48DkIVNQ,2026-04-20,4.4,1008,"cafe,hamburger_restaurant,meal_takeaway,sandwich_shop,coffee_shop,bar",(718) 399-2211,yes,OPERATIONAL,ChIJd7NPhApbwokRMsK48DkIVNQ,2026-05-22,4.4,1015,"cafe,hamburger_restaurant,sandwich_shop,coffee_shop,american_restaurant,meal_takeaway,food_store,bar,store,restaurant,food,point_of_interest,establishment",(718) 399-2211,yes,OPERATIONAL
v1286,Little Fino,1149,ok,,ChIJbXxKVwBZwokR6KKerL3z96k,2026-04-20,4,19,"restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL,ChIJbXxKVwBZwokR6KKerL3z96k,2026-05-22,4,19,"restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
v1287,Little Grenjai,1150,ok,google_review_count|google_types,ChIJvWLTO_1bwokRrZDrq9PGaWg,2026-04-20,4.5,277,"thai_restaurant,asian_restaurant,brunch_restaurant,restaurant,point_of_interest,food",,yes,OPERATIONAL,ChIJvWLTO_1bwokRrZDrq9PGaWg,2026-05-22,4.5,283,"thai_restaurant,brunch_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment",,yes,OPERATIONAL
